::1 - - [10/Aug/2026 20:50:15] "HEAD /index.html HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0026.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0034.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0043.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0006.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0023.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0030.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0029.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 20:57:10] "GET /images/IMG-20250220-WA0031.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:32] "GET /images/IMG-20250220-WA0032.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:32] "GET /images/IMG-20250220-WA0035.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:32] "GET /images/IMG-20250220-WA0036.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:32] "GET /images/IMG-20250220-WA0038.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0042.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0041.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0044.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0045.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0046.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0047.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0048.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:33:33] "GET /images/IMG-20250220-WA0049.jpg HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:43:24] "GET / HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:43:24] "GET /styles.css HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:43:25] "GET /gallery-data.json HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:43:28] "GET / HTTP/1.1" 304 -
::1 - - [10/Aug/2026 21:43:36] "GET /sydney-campbelltown-painters.html HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:44:00] "GET /index.html HTTP/1.1" 200 -
::1 - - [10/Aug/2026 21:44:08] "GET /index.html HTTP/1.1" 304 -
